label,text,clean_text,clean_text_tok
4.0,i realised i only hate people because i feel threatened by them,realise hate people feel threaten,"['realise', 'hate', 'people', 'feel', 'threaten']"
4.0,i feel shy at the fact that i love these inanimate things,feel shy fact love inanimate thing,"['feel', 'shy', 'fact', 'love', 'inanimate', 'thing']"
4.0,i feel like i need to just face the world and stop being afraid of repercussions,feel like need face world stop afraid repercussion,"['feel', 'like', 'need', 'face', 'world', 'stop', 'afraid', 'repercussion']"
4.0,i feel more grounded and less fearful,feel ground less fearful,"['feel', 'ground', 'less', 'fearful']"
4.0,i sometimes feel so overwhelmed by the hats that i wear and trying to figure out who the real emily is,sometimes feel overwhelmed hat wear try figure real emily,"['sometimes', 'feel', 'overwhelmed', 'hat', 'wear', 'try', 'figure', 'real', 'emily']"
4.0,i also wanted to let you know that despite doing this blog post im still feeling a bit weird about blogging,also want let know despite blog post im still feel bit weird blogging,"['also', 'want', 'let', 'know', 'despite', 'blog', 'post', 'im', 'still', 'feel', 'bit', 'weird', 'blogging']"
4.0,while cycling in the country,cycle country,"['cycle', 'country']"
4.0,i get these intrusive thoughts mostly violent ones or sometimes sexual the sexual ones make me feel really agitated not pleasant at all whereas the violent ones don t tend to bother me,get intrusive thought mostly violent one sometimes sexual sexual one make feel really agitate pleasant whereas violent one tend bother,"['get', 'intrusive', 'thought', 'mostly', 'violent', 'one', 'sometimes', 'sexual', 'sexual', 'one', 'make', 'feel', 'really', 'agitate', 'pleasant', 'whereas', 'violent', 'one', 'tend', 'bother']"
4.0,When I was laying in my bed last night I heard some footsteps walking down the hall. I live alone and was very frightened.,lay bed last night hear footstep walk hall live alone frighten,"['lay', 'bed', 'last', 'night', 'hear', 'footstep', 'walk', 'hall', 'live', 'alone', 'frighten']"
4.0,i hope you don t run around irrationally killing people when you feel threatened like animals do,hope run around irrationally kill people feel threaten like animal,"['hope', 'run', 'around', 'irrationally', 'kill', 'people', 'feel', 'threaten', 'like', 'animal']"
4.0,i feel pretty insecure about my current relationship,feel pretty insecure current relationship,"['feel', 'pretty', 'insecure', 'current', 'relationship']"
4.0,im feeling indecisive about what i want to do with the rest of my life,im feel indecisive want rest life,"['im', 'feel', 'indecisive', 'want', 'rest', 'life']"
4.0,i cant help but feeling a little hesitant about my decision just because of the magnitude of the decision,cant help feel little hesitant decision magnitude decision,"['cant', 'help', 'feel', 'little', 'hesitant', 'decision', 'magnitude', 'decision']"
4.0,I told my daughter I would watch a scary movie with her tonight. I don't think I can,told daughter would watch scary movie tonight think,"['told', 'daughter', 'would', 'watch', 'scary', 'movie', 'tonight', 'think']"
4.0,i feel really damn terrified and rushed to my classroom where my friends are playing and joking around,feel really damn terrify rush classroom friend play joke around,"['feel', 'really', 'damn', 'terrify', 'rush', 'classroom', 'friend', 'play', 'joke', 'around']"
4.0,i hate when my friend speeds down the interstate for no reason whatsoever,hate friend speed interstate reason whatsoever,"['hate', 'friend', 'speed', 'interstate', 'reason', 'whatsoever']"
4.0,i mentioned in that post the colors are very pretty but they feel very uncomfortable on the eyes,mention post color pretty feel uncomfortable eye,"['mention', 'post', 'color', 'pretty', 'feel', 'uncomfortable', 'eye']"
4.0,i sat feeling helpless like a moment from an episode of the walking dead,sat feel helpless like moment episode walk dead,"['sat', 'feel', 'helpless', 'like', 'moment', 'episode', 'walk', 'dead']"
4.0,I am scared of horror movies_comma_ I never could tolerate them,scared horror movie never could tolerate,"['scared', 'horror', 'movie', 'never', 'could', 'tolerate']"
4.0,i cant help but feel distraught,cant help feel distraught,"['cant', 'help', 'feel', 'distraught']"
4.0,i didnt feel threatened or concerned really but i wasnt entirely happy about the situation either perhaps instinctively because im usually quite prepared even pleased to speak to a passer by,didnt feel threaten concerned really wasnt entirely happy situation either perhaps instinctively im usually quite prepared even pleased speak passer,"['didnt', 'feel', 'threaten', 'concerned', 'really', 'wasnt', 'entirely', 'happy', 'situation', 'either', 'perhaps', 'instinctively', 'im', 'usually', 'quite', 'prepared', 'even', 'pleased', 'speak', 'passer']"
4.0,i sense this is wat has let you feeling unsure,sense wat let feeling unsure,"['sense', 'wat', 'let', 'feeling', 'unsure']"
4.0,"So-so thats-thats what Im doing, now.",thats thats im,"['thats', 'thats', 'im']"
4.0,I was scared last year at this time. I had a cough that would not go away,scar last year time cough would go away,"['scar', 'last', 'year', 'time', 'cough', 'would', 'go', 'away']"
4.0,when someone was pounding on my door hard,someone pound door hard,"['someone', 'pound', 'door', 'hard']"
4.0,I got pulled over and almost got a ticket.,get pulled almost get ticket,"['get', 'pulled', 'almost', 'get', 'ticket']"
4.0,Was it my work? Were they mad? Was it Jack? Did he yell?!,work mad jack yell,"['work', 'mad', 'jack', 'yell']"
4.0,I hated waiting each day to see if a college acceptance letter came in,hated wait day see college acceptance letter come,"['hated', 'wait', 'day', 'see', 'college', 'acceptance', 'letter', 'come']"
4.0,i could look for solutions instead of just feeling helpless actually made a big difference,could look solution instead feel helpless actually make big difference,"['could', 'look', 'solution', 'instead', 'feel', 'helpless', 'actually', 'make', 'big', 'difference']"
4.0,i have written i don t know why this would make me feel shy,write know would make feel shy,"['write', 'know', 'would', 'make', 'feel', 'shy']"
4.0,i want to tell you what im feeling but i dont know where to start i want to tell you everything but im afraid youll break my heart why would something easy be so hard to do,want tell im feel dont know start want tell everything im afraid youll break heart would something easy hard,"['want', 'tell', 'im', 'feel', 'dont', 'know', 'start', 'want', 'tell', 'everything', 'im', 'afraid', 'youll', 'break', 'heart', 'would', 'something', 'easy', 'hard']"
4.0,I was cleaning my garage and a huge spider crawled on to me!  I am super scared of spiders!,clean garage huge spider crawl super scared spider,"['clean', 'garage', 'huge', 'spider', 'crawl', 'super', 'scared', 'spider']"
4.0,i was out shopping with a friend the other day and she asked how i was feeling about the book coming out and i said i was terrified and she asked why,shop friend day ask feeling book come say terrify ask,"['shop', 'friend', 'day', 'ask', 'feeling', 'book', 'come', 'say', 'terrify', 'ask']"
4.0,I finally saw the movie the Quiet Place.  I was disturbed and unsettled all night after word,finally saw movie quiet place disturb unsettled night word,"['finally', 'saw', 'movie', 'quiet', 'place', 'disturb', 'unsettled', 'night', 'word']"
4.0,i am not thinking about a certain person before i sleep i end up having strange dreams about him and when i wake up after those dreams i feel shaken and stunned,think certain person sleep end strange dream wake dream feel shaken stun,"['think', 'certain', 'person', 'sleep', 'end', 'strange', 'dream', 'wake', 'dream', 'feel', 'shaken', 'stun']"
4.0,i spent much of the morning feeling like an impostor or a visitor in someone elses life and uncertain what if anything i should do next,spend much morning feeling like impostor visitor someone elses life uncertain anything next,"['spend', 'much', 'morning', 'feeling', 'like', 'impostor', 'visitor', 'someone', 'elses', 'life', 'uncertain', 'anything', 'next']"
4.0,im feeling shy to approach them,im feel shy approach,"['im', 'feel', 'shy', 'approach']"
4.0,i feel a bit shaken though,feel bit shaken though,"['feel', 'bit', 'shaken', 'though']"
4.0,i just wanted the world to feel strange to me again,want world feel strange,"['want', 'world', 'feel', 'strange']"
4.0,i feel much alarmed at the prospect of seeing general jackson president,feel much alarm prospect see general jackson president,"['feel', 'much', 'alarm', 'prospect', 'see', 'general', 'jackson', 'president']"
4.0,When I was younger_comma_ I went on a trip to my cousins ski home in New York. I am from Florida and didn't know any better and stuck my tongue to a frozen pole when one of my cousins dared me to. I dont recommend it. ,young go trip cousin ski home new york florida know good stick tongue frozen pole one cousins dare dont recommend,"['young', 'go', 'trip', 'cousin', 'ski', 'home', 'new', 'york', 'florida', 'know', 'good', 'stick', 'tongue', 'frozen', 'pole', 'one', 'cousins', 'dare', 'dont', 'recommend']"
4.0,Someone was looking at me through my window.  I was so scared when it happened.,someone look window scar happen,"['someone', 'look', 'window', 'scar', 'happen']"
4.0,I'm afraid to leave my current job (which I hate) because I might not be able to find work that I enjoy that pays well enough to live on.,afraid leave current job hate might able find work enjoy pay well enough live,"['afraid', 'leave', 'current', 'job', 'hate', 'might', 'able', 'find', 'work', 'enjoy', 'pay', 'well', 'enough', 'live']"
4.0,i am feeling pretty shaky and sad,feel pretty shaky sad,"['feel', 'pretty', 'shaky', 'sad']"
4.0,im not completely sure my topic is narrow enough and im feeling apprehensive about being able to find half of my sources in print,im completely sure topic narrow enough im feel apprehensive able find half source print,"['im', 'completely', 'sure', 'topic', 'narrow', 'enough', 'im', 'feel', 'apprehensive', 'able', 'find', 'half', 'source', 'print']"
4.0,once I was in a drive-by shooting,drive shooting,"['drive', 'shooting']"
4.0,i was feeling very unsure as to whether or not i should continue to blog at all,feel unsure whether continue blog,"['feel', 'unsure', 'whether', 'continue', 'blog']"
4.0,im still feeling a little shaky as i write this post,im still feel little shaky write post,"['im', 'still', 'feel', 'little', 'shaky', 'write', 'post']"
4.0,Going on a rollercoaster this weekend,go rollercoaster weekend,"['go', 'rollercoaster', 'weekend']"
4.0,My husband went out of town for a few days for work.  Every sound I hear makes my hair stand up on end_comma_ I may not survive this trip.,husband go town day work every sound hear make hair stand end may survive trip,"['husband', 'go', 'town', 'day', 'work', 'every', 'sound', 'hear', 'make', 'hair', 'stand', 'end', 'may', 'survive', 'trip']"
4.0,I took my son and daughter to the grocery store the other morning. My son is 3 so he wanted to push his own little cart. I had my daughter in my big cart and we were checking out. I told my son to put his cart back as the return was literally right in front of me. He ran out the door! I panicked and a kind woman behind me went to bring him back for me.,take son daughter grocery store morning son want push little cart daughter big cart check tell son put cart back return literally right front run door panic kind woman behind go bring back,"['take', 'son', 'daughter', 'grocery', 'store', 'morning', 'son', 'want', 'push', 'little', 'cart', 'daughter', 'big', 'cart', 'check', 'tell', 'son', 'put', 'cart', 'back', 'return', 'literally', 'right', 'front', 'run', 'door', 'panic', 'kind', 'woman', 'behind', 'go', 'bring', 'back']"
4.0,I do not like anything with wings.,like anything wing,"['like', 'anything', 'wing']"
4.0,"Okay, okay, okay should I be scared?",okay okay okay scar,"['okay', 'okay', 'okay', 'scar']"
4.0,i hope to god it is a false reading because i feel so unprotected without him,hope god false reading feel unprotected without,"['hope', 'god', 'false', 'reading', 'feel', 'unprotected', 'without']"
4.0,i go to little tiny andover and take a walk at night i feel absolutely terrified,go little tiny andover take walk night feel absolutely terrified,"['go', 'little', 'tiny', 'andover', 'take', 'walk', 'night', 'feel', 'absolutely', 'terrified']"
4.0,i feel like im too frickin uptight to let loose enough to love anyone else or more importantly myself,feel like im frickin uptight let loose enough love anyone else importantly,"['feel', 'like', 'im', 'frickin', 'uptight', 'let', 'loose', 'enough', 'love', 'anyone', 'else', 'importantly']"
4.0,i remember feeling terrified around plants back when i was a kid,remember feeling terrify around plant back kid,"['remember', 'feeling', 'terrify', 'around', 'plant', 'back', 'kid']"
4.0,im going to be honest with you i feel distraught,im go honest feel distraught,"['im', 'go', 'honest', 'feel', 'distraught']"
4.0,im still feeling intimidated but i feel like i do actually have something to say,im still feel intimidate feel like actually something say,"['im', 'still', 'feel', 'intimidate', 'feel', 'like', 'actually', 'something', 'say']"
4.0,Yesterday_comma_ I was crossing the street and the person in front of me was hit by car which didn't stop at the red light,yesterday cross street person front hit car stop red light,"['yesterday', 'cross', 'street', 'person', 'front', 'hit', 'car', 'stop', 'red', 'light']"
4.0,i feel you i can t take more than mg of seroquel either because the restless leg syndrome keeps me awake all night,feel take mg seroquel either restless leg syndrome keep awake night,"['feel', 'take', 'mg', 'seroquel', 'either', 'restless', 'leg', 'syndrome', 'keep', 'awake', 'night']"
4.0,I went skydiving today. I was so afraid to jump out of the plane.,go skydive today afraid jump plane,"['go', 'skydive', 'today', 'afraid', 'jump', 'plane']"
4.0,I found a biggest spider in my shower this morning. I never knew I could shriek like that..,find big spider shower morning never know could shriek like,"['find', 'big', 'spider', 'shower', 'morning', 'never', 'know', 'could', 'shriek', 'like']"
4.0,I didn't prepare for my exam yet.  I anxious about my tomorrow's exam.,prepare exam yet anxious tomorrow exam,"['prepare', 'exam', 'yet', 'anxious', 'tomorrow', 'exam']"
4.0,"All right here he comes. Im gonna do this, Im gonna tell him, Im gonna be strong.",right come im gon na im gon na tell im gon na strong,"['right', 'come', 'im', 'gon', 'na', 'im', 'gon', 'na', 'tell', 'im', 'gon', 'na', 'strong']"
4.0,I saw the biggest spider in my life near my bed this morning. I've been scared of seeing another one all day...,saw big spider life near bed morning scar see another one day,"['saw', 'big', 'spider', 'life', 'near', 'bed', 'morning', 'scar', 'see', 'another', 'one', 'day']"
4.0,Earlier a guy cut me off on the road_comma_ he was driving a box truck and I saw my life flash before my eyes.,earlier guy cut road drive box truck saw life flash eye,"['earlier', 'guy', 'cut', 'road', 'drive', 'box', 'truck', 'saw', 'life', 'flash', 'eye']"
4.0,i don t feel so nervous doing new things anymore i have more of an this is what i have to do and i will do it type of attitude rather than an i really hope i dont screw up type of attitude,feel nervous new thing anymore type attitude rather really hope dont screw type attitude,"['feel', 'nervous', 'new', 'thing', 'anymore', 'type', 'attitude', 'rather', 'really', 'hope', 'dont', 'screw', 'type', 'attitude']"
4.0,After been beaten by a mosquito last night_comma_ I am very scared of sleeping in my room,beat mosquito last night scar sleeping room,"['beat', 'mosquito', 'last', 'night', 'scar', 'sleeping', 'room']"
4.0,i have already said i am one of many feeling threatened and attacked by the government and media of today and have had to look outside my own small life,already say one many feeling threaten attacked government medium today look outside small life,"['already', 'say', 'one', 'many', 'feeling', 'threaten', 'attacked', 'government', 'medium', 'today', 'look', 'outside', 'small', 'life']"
4.0,i know that car enthusiasts are a bit tribal and youre all starting to feel suspicious about a car journalist whos turned to the dark side but dont worry i still prefer four wheels to two,know car enthusiast bite tribal youre start feel suspicious car journalist who turn dark side dont worry still prefer four wheel two,"['know', 'car', 'enthusiast', 'bite', 'tribal', 'youre', 'start', 'feel', 'suspicious', 'car', 'journalist', 'who', 'turn', 'dark', 'side', 'dont', 'worry', 'still', 'prefer', 'four', 'wheel', 'two']"
4.0,I am scared that I might not have enough money for food next month,scared might enough money food next month,"['scared', 'might', 'enough', 'money', 'food', 'next', 'month']"
4.0,i had a go at it it said i was feeling paranoid lol,go say feeling paranoid lol,"['go', 'say', 'feeling', 'paranoid', 'lol']"
4.0,im here to tell you you arent alone if you feel vulnerable,im tell arent alone feel vulnerable,"['im', 'tell', 'arent', 'alone', 'feel', 'vulnerable']"
4.0,i guess i feel insecure and anxious,guess feel insecure anxious,"['guess', 'feel', 'insecure', 'anxious']"
4.0,i feel threatened by not talking about it,feel threaten talk,"['feel', 'threaten', 'talk']"
4.0,I used to eat McDonald's every time I would get drunk in college...now I'm scared to even touch it haha,use eat mcdonald every time would get drunk college scar even touch haha,"['use', 'eat', 'mcdonald', 'every', 'time', 'would', 'get', 'drunk', 'college', 'scar', 'even', 'touch', 'haha']"
4.0,i ought to consider this change a wee bit of a little step backward but i am feeling so much more afraid than i should be,ought consider change wee bit little step backward feel much afraid,"['ought', 'consider', 'change', 'wee', 'bit', 'little', 'step', 'backward', 'feel', 'much', 'afraid']"
4.0,Take a couple deep breaths.,take couple deep breath,"['take', 'couple', 'deep', 'breath']"
4.0,i hope the sensibilities of these deep feeling individuals arent too badly shaken with the display of the pink locker room,hope sensibility deep feeling individual arent badly shake display pink locker room,"['hope', 'sensibility', 'deep', 'feeling', 'individual', 'arent', 'badly', 'shake', 'display', 'pink', 'locker', 'room']"
4.0,i feel i was intimidated by the college and people at home,feel intimidate college people home,"['feel', 'intimidate', 'college', 'people', 'home']"
4.0,im feeling a little bit apprehensive about entering a new chapter again and having to prove myself all over again,im feel little bit apprehensive enter new chapter prove,"['im', 'feel', 'little', 'bit', 'apprehensive', 'enter', 'new', 'chapter', 'prove']"
4.0,Are you really gonna do this?,really gon na,"['really', 'gon', 'na']"
4.0,i take the offense that is most frightening to me when i am feeling the most vulnerable in close relationships with others and i draw that offense and all my frightful vulnerability into the love of god into the mercy seat that fills me full,take offense frighten feel vulnerable close relationship others draw offense frightful vulnerability love god mercy seat fill full,"['take', 'offense', 'frighten', 'feel', 'vulnerable', 'close', 'relationship', 'others', 'draw', 'offense', 'frightful', 'vulnerability', 'love', 'god', 'mercy', 'seat', 'fill', 'full']"
4.0,i feel paranoid because nobody is saying anything,feel paranoid nobody say anything,"['feel', 'paranoid', 'nobody', 'say', 'anything']"
4.0,the possibility of having failed the examination,possibility fail examination,"['possibility', 'fail', 'examination']"
4.0,I was on a trip and fell asleep while driving. When I woke up there was an 18 wheeler stopped in front of me.,trip fell asleep drive wake wheeler stop front,"['trip', 'fell', 'asleep', 'drive', 'wake', 'wheeler', 'stop', 'front']"
4.0,I am a bit scared of moving to a new place_comma_ I do not like change very much,bit scar move new place like change much,"['bit', 'scar', 'move', 'new', 'place', 'like', 'change', 'much']"
4.0,i forgive myself that i have accepted and allowed myself to feel terrified when i can not move myself or speak or scream in sleep paralysis,forgive accept allow feel terrify move speak scream sleep paralysis,"['forgive', 'accept', 'allow', 'feel', 'terrify', 'move', 'speak', 'scream', 'sleep', 'paralysis']"
4.0,I heard this strange crash noise in the garage. I thought it might have been an intruder_comma_ but it was a raccoon! ,heard strange crash noise garage think might intruder raccoon,"['heard', 'strange', 'crash', 'noise', 'garage', 'think', 'might', 'intruder', 'raccoon']"
4.0,I got a little scared last week on the way home. My car was driving odd,get little scar last week way home car driving odd,"['get', 'little', 'scar', 'last', 'week', 'way', 'home', 'car', 'driving', 'odd']"
4.0,ive been idling away this past year i realize im feeling more and more doubtful of my path,ive idle away past year realize im feel doubtful path,"['ive', 'idle', 'away', 'past', 'year', 'realize', 'im', 'feel', 'doubtful', 'path']"
4.0,i must say that there were all familiar faces since i go to that church since but there was this feeling that i was shy and i just wanted to stay there with my friend and be clingy with her all through out the meeting,must say familiar face since go church since feel shy want stay friend clingy meeting,"['must', 'say', 'familiar', 'face', 'since', 'go', 'church', 'since', 'feel', 'shy', 'want', 'stay', 'friend', 'clingy', 'meeting']"
4.0,I am scared I won't like my new neighbors. That's how it usualy goes around here,scar like new neighbor usualy go around,"['scar', 'like', 'new', 'neighbor', 'usualy', 'go', 'around']"
4.0,im also feelin a lil uptight and sucky lately and you know the reason,im also feelin lil uptight sucky lately know reason,"['im', 'also', 'feelin', 'lil', 'uptight', 'sucky', 'lately', 'know', 'reason']"
4.0,i feel so strange sitting here blogging away amp not having to study,feel strange sit blogging away amp study,"['feel', 'strange', 'sit', 'blogging', 'away', 'amp', 'study']"
4.0,i went home all alone from a restaurant it was dark,go home alone restaurant dark,"['go', 'home', 'alone', 'restaurant', 'dark']"
4.0,I really do not like water_comma_ I can't swim.,really like water swim,"['really', 'like', 'water', 'swim']"
4.0,i feel uncomfortable using the word awesome but this idea actually is,feel uncomfortable use word awesome idea actually,"['feel', 'uncomfortable', 'use', 'word', 'awesome', 'idea', 'actually']"
4.0,i woke up on the sofa feeling extremely agitated around pm,woke sofa feel extremely agitate around pm,"['woke', 'sofa', 'feel', 'extremely', 'agitate', 'around', 'pm']"
4.0,My boyfriend thought it would be funny to stand behind my door and scare me. I shrieked. ,boyfriend thought would funny stand behind door scare shriek,"['boyfriend', 'thought', 'would', 'funny', 'stand', 'behind', 'door', 'scare', 'shriek']"
4.0,i feel like im but at least im not feeling pressured to write when i dont want to,feel like im least im feeling pressure write dont want,"['feel', 'like', 'im', 'least', 'im', 'feeling', 'pressure', 'write', 'dont', 'want']"
4.0,I have a big test next week and I am super nervous.,big test next week super nervous,"['big', 'test', 'next', 'week', 'super', 'nervous']"
4.0,I went for a run in the woods with my headphones in and a deer screamed at me.,go run wood headphone deer scream,"['go', 'run', 'wood', 'headphone', 'deer', 'scream']"
4.0,When we were kids_comma_ my older sister pretended to abandon me at the mall because I was being a brat.  I never did that again!,kid older sister pretend abandon mall brat never,"['kid', 'older', 'sister', 'pretend', 'abandon', 'mall', 'brat', 'never']"
4.0,i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate,find feeling anxious see everyone else feel part peer stagnate,"['find', 'feeling', 'anxious', 'see', 'everyone', 'else', 'feel', 'part', 'peer', 'stagnate']"
4.0,i was feeling abnormally wimpy so i staked out my bird feeder,feel abnormally wimpy stake bird feeder,"['feel', 'abnormally', 'wimpy', 'stake', 'bird', 'feeder']"
4.0,Oh no,oh,['oh']
4.0,i feel very reluctant talking about death,feel reluctant talk death,"['feel', 'reluctant', 'talk', 'death']"
4.0,i feel a little strange recommending this one because i wrote the first night marshal book and invited glenn to write the second,feel little strange recommend one write first night marshal book invite glenn write second,"['feel', 'little', 'strange', 'recommend', 'one', 'write', 'first', 'night', 'marshal', 'book', 'invite', 'glenn', 'write', 'second']"
4.0,i was really worried that i would feel intimidated by monica but when we met that morning she was incredibly welcoming and made me feel relaxed straight away,really worry would feel intimidated monica meet morning incredibly welcome make feel relaxed straight away,"['really', 'worry', 'would', 'feel', 'intimidated', 'monica', 'meet', 'morning', 'incredibly', 'welcome', 'make', 'feel', 'relaxed', 'straight', 'away']"
4.0,abilities what they can cause,ability cause,"['ability', 'cause']"
4.0,I saw this scary movie the other day that made me jump out of my chair! I had to sleep with the lights on!,saw scary movie day make jump chair sleep light,"['saw', 'scary', 'movie', 'day', 'make', 'jump', 'chair', 'sleep', 'light']"
4.0,i seriously feel uncomfortable,seriously feel uncomfortable,"['seriously', 'feel', 'uncomfortable']"
4.0,I was so scared by the movie the Grudge_comma_ even to this day it still scares me  today,scared movie grudge even day still scar today,"['scared', 'movie', 'grudge', 'even', 'day', 'still', 'scar', 'today']"
4.0,I went parachuting and had to use my secondary chute due to a malfunction.,go parachute use secondary chute due malfunction,"['go', 'parachute', 'use', 'secondary', 'chute', 'due', 'malfunction']"
4.0,i am feeling doubtful that nutritional methods alone will solve the problems,feel doubtful nutritional method alone solve problem,"['feel', 'doubtful', 'nutritional', 'method', 'alone', 'solve', 'problem']"
4.0,What am I going to do?,go,['go']
4.0,What're we gonna do? What're we gonna do?,gon na gon na,"['gon', 'na', 'gon', 'na']"
4.0,i am so desperate to save her that i feel i will do anything yet i was so skeptical to consider chemo as i was told by her radiation oncologist initally as well as the internist that nasal sarcoma is not chemo sensitive,desperate save feel anything yet skeptical consider chemo tell radiation oncologist initally well internist nasal sarcoma chemo sensitive,"['desperate', 'save', 'feel', 'anything', 'yet', 'skeptical', 'consider', 'chemo', 'tell', 'radiation', 'oncologist', 'initally', 'well', 'internist', 'nasal', 'sarcoma', 'chemo', 'sensitive']"
4.0,i have had some very emotional nights of crying feeling unsure and angry,emotional night cry feeling unsure angry,"['emotional', 'night', 'cry', 'feeling', 'unsure', 'angry']"
4.0,A man was following me home last night. I had to walk really fast to avoid him catching up.,man follow home last night walk really fast avoid catch,"['man', 'follow', 'home', 'last', 'night', 'walk', 'really', 'fast', 'avoid', 'catch']"
4.0,i have to admit i am feeling a bit intimidated by the challenge of,admit feel bit intimidated challenge,"['admit', 'feel', 'bit', 'intimidated', 'challenge']"
4.0,i feel a litte shaken up by this point,feel litte shake point,"['feel', 'litte', 'shake', 'point']"
4.0,i would not feel as shaken if i were appreciated for at least a tiny bit,would feel shaken appreciate least tiny bit,"['would', 'feel', 'shaken', 'appreciate', 'least', 'tiny', 'bit']"
4.0,i feel frightened by it all,feel frighten,"['feel', 'frighten']"
4.0,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",oh god okay alright alright okay ross please hate,"['oh', 'god', 'okay', 'alright', 'alright', 'okay', 'ross', 'please', 'hate']"
4.0,i hope i would be able to understand and not make my friend feel pressured into doing anything they did not want to do,hope would able understand make friend feel pressure anything want,"['hope', 'would', 'able', 'understand', 'make', 'friend', 'feel', 'pressure', 'anything', 'want']"
4.0,i sit here tonight i m pensive tense and feeling a little fearful,sit tonight pensive tense feel little fearful,"['sit', 'tonight', 'pensive', 'tense', 'feel', 'little', 'fearful']"
4.0,"It-it-its no big deal, all right, Im-Im cool.",big deal right im im cool,"['big', 'deal', 'right', 'im', 'im', 'cool']"
4.0,i knew i wanted frosting to decorate the cookies and write a message but was thinking of the cream type frosting which uses butter or shortening and feeling a little hesitant about adding all that fat trans fat no less,knew want frost decorate cooky write message think cream type frost us butter shorten feel little hesitant add fat trans fat less,"['knew', 'want', 'frost', 'decorate', 'cooky', 'write', 'message', 'think', 'cream', 'type', 'frost', 'us', 'butter', 'shorten', 'feel', 'little', 'hesitant', 'add', 'fat', 'trans', 'fat', 'less']"
4.0,i remember feeling a bit confused and really questioned her saying that to me,remember feeling bit confuse really question say,"['remember', 'feeling', 'bit', 'confuse', 'really', 'question', 'say']"
4.0,i feel shy to him all the time,feel shy time,"['feel', 'shy', 'time']"
4.0,i haven t yet experienced the totality of this is that i am getting to use my gifts again without feeling like someone is threatened jealous or competing against me,yet experience totality get use gift without feel like someone threaten jealous compete,"['yet', 'experience', 'totality', 'get', 'use', 'gift', 'without', 'feel', 'like', 'someone', 'threaten', 'jealous', 'compete']"
4.0,i want to come out about it but i feel so reluctant for some reason,want come feel reluctant reason,"['want', 'come', 'feel', 'reluctant', 'reason']"
4.0,i wrote it feels slightly strange starting to write this about cambodia as i sit in lax airport waiting to bi,write feel slightly strange start write cambodia sit lax airport wait bi,"['write', 'feel', 'slightly', 'strange', 'start', 'write', 'cambodia', 'sit', 'lax', 'airport', 'wait', 'bi']"
4.0,i often feel overwhelmed with all of the office and administration work required of the teacher,often feel overwhelmed office administration work require teacher,"['often', 'feel', 'overwhelmed', 'office', 'administration', 'work', 'require', 'teacher']"
4.0,i shouldnt be afraid to go out in public and feel paranoid because ive done nothing wrong,shouldnt afraid go public feel paranoid ive do nothing wrong,"['shouldnt', 'afraid', 'go', 'public', 'feel', 'paranoid', 'ive', 'do', 'nothing', 'wrong']"
4.0,I am scared that World War 3 may be near.,scared world war may near,"['scared', 'world', 'war', 'may', 'near']"
4.0,during the last academic year ie just before the closure,last academic year ie closure,"['last', 'academic', 'year', 'ie', 'closure']"
4.0,I watched a horror movie last night.  I was so scared_comma_ I nearly cried.,watch horror movie last night scar nearly cry,"['watch', 'horror', 'movie', 'last', 'night', 'scar', 'nearly', 'cry']"
4.0,i reach for your hand feel its warmth sense a strange mysterious connection the greater sea of lives intimately shared and buoyed by a wave of love hope and joy surrender to its greater transcendent surge letting it take me wherever it will,reach hand feel warmth sense strange mysterious connection great sea live intimately share buoy wave love hope joy surrender great transcendent surge let take wherever,"['reach', 'hand', 'feel', 'warmth', 'sense', 'strange', 'mysterious', 'connection', 'great', 'sea', 'live', 'intimately', 'share', 'buoy', 'wave', 'love', 'hope', 'joy', 'surrender', 'great', 'transcendent', 'surge', 'let', 'take', 'wherever']"
4.0,i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,feel uncertain motif feel inbalance committment process counsel reconciliation,"['feel', 'uncertain', 'motif', 'feel', 'inbalance', 'committment', 'process', 'counsel', 'reconciliation']"
4.0,I was so scared when my dad used to scare me as a kid,scared dad use scare kid,"['scared', 'dad', 'use', 'scare', 'kid']"
4.0,"No I meanNo not you, not you, youyou",meanno youyou,"['meanno', 'youyou']"
4.0,I saw a mouse in my kitchen this morning.... scary little animal,saw mouse kitchen morning scary little animal,"['saw', 'mouse', 'kitchen', 'morning', 'scary', 'little', 'animal']"
4.0,i lie in bed my legs are in constant motion i feel i am out of control as they have to be shaken or tapped or just doing something,lie bed legs constant motion feel control shake tap something,"['lie', 'bed', 'legs', 'constant', 'motion', 'feel', 'control', 'shake', 'tap', 'something']"
4.0,I haven't watched a horror in so long_comma_ but my friend wants to watch one.,watched horror long friend want watch one,"['watched', 'horror', 'long', 'friend', 'want', 'watch', 'one']"
4.0,I am moving to a new neighborhood next week. What if the neighbors dont like me.,move new neighborhood next week neighbor dont like,"['move', 'new', 'neighborhood', 'next', 'week', 'neighbor', 'dont', 'like']"
4.0,i left that meeting feeling helpless and betrayed by the very laws that are supposed to protect me and other people in this state,left meeting feel helpless betray law suppose protect people state,"['left', 'meeting', 'feel', 'helpless', 'betray', 'law', 'suppose', 'protect', 'people', 'state']"
